,APELLIDOS Y NOMBRE,BANCADA,REGIÓN,SEDE,Nº CASO,ACTUALIZACIÓN,SITUACIÓN,DELITO
318,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,6 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014506-2015-0002870000,2017-01-14,DERIVADO (PREPARATORIA),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
319,"GONZALEZ CRUZ, MOISES",APP,CAJAMARCA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406075500-2016-0001560000,2017-01-14,CON RESERVA PROVISIONAL (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
320,"GONZALEZ CRUZ, MOISES",APP,CAJAMARCA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406075500-2016-0001680000,2017-01-10,CON RESERVA PROVISIONAL (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
321,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,FISCALIA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL DEL SANTA ,03106015200-2017-0000040000,2017-01-09,EN INVESTIGACION PREVENTIVA,CONTRA LOS RECURSOS NATURALES Y MEDIO AMBIENTE (PELIGSALUDPERSOBIENES)
322,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,4 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014504-2016-0010570000,2017-01-05,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
323,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2016-0002520000,2017-01-04,DERIVADO (CALIFICA),ABUSO DE AUTORIDAD (ACEPTAR NOMBRAMIENTO ILEGAL)
324,"NÚÑEZ SALAS, JOSÉ ANTONIO",MORADO,AREQUIPA,FISCALIA PROVINCIAL PENAL CORPORATIVA DE TACNA,02906014500-2016-0060970000,2017-01-04,CON INVESTIGACION PRELIMINAR,FALSIFICACION DE DOCUMENTOS EN GENERAL
325,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2016-0000620000,2016-12-22,CON ARCHIVO (PRELIMINAR),PECULADO (DE USO)
326,"PANTOJA CALVO, RUBEN",UPP,CUSCO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE CUSCO,01806115500-2016-0001900000,2016-12-22,CON INVESTIGACION PRELIMINAR,PECULADO (DE USO)
327,"GONZALES TUANAMA, CÉSAR",SOMOS PERÚ,UCAYALI,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CORONEL PORTILLO,03006014503-2015-0014490000,2016-12-20,CON SOBRESEIMIENTO,RECEPTACION AGRAVADA (COMERCBIENESTAD)
328,"ALIAGA PAJARES, GUILLERMO ALEJANDRO ANTONIO",SOMOS PERÚ,LIMA,FISCALIA PROVINCIAL ESPECIALIZADA EN MATERIA AMBIENTAL - SEDE HUARI,01306095200-2016-0002030000,2016-12-20,EN INVESTIGACION PREVENTIVA,CONTRA LOS RECURSOS NATURALES Y MEDIO AMBIENTE (SUSPENSACTIVCONTAMINANTE)
329,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,7 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014507-2016-0016380000,2016-12-19,CON INVESTIGACION PRELIMINAR,ABUSO DE AUTORIDAD
330,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PAITA,02606054501-2016-0005200000,2016-12-12,CON INVESTIGACION PRELIMINAR,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCION PUBLICA O DE AUTORIDAD MILITAR O POLICIAL AGRAVADA POR RESISTENCI…"
331,"PÉREZ OCHOA, CARLOS ANDRÉS",ACCIÓN POPULAR,LIMA PROVINCIAS,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-SANTA,03106015500-2016-0002360000,2016-12-09,CON INVESTIGACION PRELIMINAR,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
332,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074502-2016-0061120000,2016-12-07,CON INVESTIGACION PRELIMINAR,OMISION ACTOS FUNCIONALES-1ERPARRAFO - FUNCIONARIO PUBLICO QUE
333,"SIMEÓN HURTADO, LUIS CARLOS",ACCIÓN POPULAR,PASCO,51 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010151-2013-0004050000,2016-11-16,ARCHIVO DEFINITIVO,COACCION
334,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA PROVINCIAL PENAL ESPECIALIZADA EN MATERIA AMBIENTAL- CHACHAPOYAS,01206015200-2015-0002000000,2016-11-14,CON ACUSACION,CONTRA LOS RECURSOS NATURALES (SIN CONTAR CON PERMISO
335,"PUÑO LECARNAQUE, NAPOLEÓN",APP,TUMBES,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TUMBES,03506014501-2016-0019030000,2016-11-11,ASIGNADO PNP (PRELIMINAR),"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCION PUBLICA O DE AUTORIDAD MILITAR O POLICIAL AGRAVADA POR RESISTENCI"
336,"FLORES VILLEGAS, JOHAN",PODEMOS,MOQUEGUA,FISCALIA PROVINCIAL PENAL CORPORATIVA DE MOQUEGUA,03706014500-2016-0033080000,2016-11-09,CON ARCHIVO (PRELIMINAR),"DELITO DE PELIGRO COMUN (CONDUCCION, OPERACION O MANIOBRA DE VEHICULO MOTORIZADO EN ESTADO DE EBRIEDAD O DROGADICC"
337,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE PIURA,02606065500-2015-0003690000,2016-11-04,FORMALIZA INVESTIGACION PREPARATORIA,CONCUSION (COLUSION CON DEFRAUDACION PATRIMONIAL AL ESTADO)
338,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CASMA ,03106024502-2016-0004280000,2016-11-03,CON ARCHIVO (CALIFICA),ABUSO DE AUTORIDAD
339,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2014-0037110000,2016-10-31,CON ACUSACION,CONCUSION
340,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406094500-2014-0035740000,2016-10-17,CON SOBRESEIMIENTO,APROPIACION ILICITA
341,"PUÑO LECARNAQUE, NAPOLEÓN",APP,TUMBES,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE TUMBES,03506014502-2016-0027600000,2016-10-16,ASIGNADO PNP (PRELIMINAR),"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCION PUBLICA O DE AUTORIDAD MILITAR O POLICIAL)"
342,"LAZO VILLÓN, LESLYE CAROL",ACCIÓN POPULAR,LIMA,2 FISCALIA PROVINCIAL PENAL DE SAN JUAN MIRAFLORES,00506010167-2016-0008940000,2016-09-30,AMPLIA INVESTIGACION POLICIAL,APROPIACION ILICITA COMUN
343,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE LAMBAYEQUE,02406074501-2015-0012810000,2016-09-27,CON ARCHIVO (PRELIMINAR),USURPACION (DESTRUCCIONALTERACLIMITES)
344,"GONZALEZ CRUZ, MOISES",APP,CAJAMARCA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406075500-2015-0002000000,2016-09-27,FORMALIZA INVESTIGACION PREPARATORIA,DELITO CONTRA LA ADMINISTRACION PUBLICA
345,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,3 FISCALIA SUPERIOR PENAL DE APELACIONES DE LAMBAYEQUE,02406075500-2015-0000250002,2016-09-20,AUDIENCIA DE APELACION,DELITO CONTRA LA ADMINISTRACION PUBLICA
346,"PÉREZ MIMBELA, JHOSEPT AMADO",APP,ANCASH,1 FISCALIA SUPERIOR PENAL DE SANTA ,03106024502-2016-0004050001,2016-09-19,RESUELVE EXCLUSION FISCAL,ABUSO DE AUTORIDAD
347,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,1 FISCALIA SUPERIOR PENAL DE LORETO ,02506015100-2014-0001840004,2016-09-19,CONSULTA RESUELTA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
348,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA SUPERIOR PENAL DE AMAZONAS,01206015200-2013-0001850002,2016-09-14,AUDIENCIA DE APELACION,CONTAMINACION DEL AMBIENTE
349,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE PIURA,02606054501-2012-0002380000,2016-09-07,CON ACUSACION,ABUSO DE AUTORIDAD (OMISION Y REHUSRETARDACTOOFIC)
350,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,6 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014506-2016-0005610000,2016-09-06,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBEDIENCIA A ORDEN DE EXAMEN CORPORAL)
351,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074501-2016-0012340000,2016-09-05,CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
352,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE JOSE L. ORTIZ,02406084501-2016-0005450000,2016-09-01,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (RESISTENCIA O DESOBEDIENCIA A LA AUTORIDAD)
353,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,2 FISCALIA PROVINCIAL DE PREVENCION DEL DELITO DE LORETO ,02506014902-2016-0001840000,2016-08-30,CON ARCHIVO DEFINITIVO (INV. PREVEN.),DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
354,"VEGA ANTONIO, JOSÉ ALEJANDRO",UPP,LIMA,5 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00506010151-2013-0001940000,2016-08-29,DENUNCIA PENDIENTE,ABUSO DE AUTORIDAD
355,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,1 FISCALIA SUPERIOR PENAL DE LORETO ,02506015100-2014-0001840003,2016-08-25,CONSULTA RESUELTA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
356,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE LAMBAYEQUE,02406074502-2014-0021650000,2016-08-22,FORMALIZA INVESTIGACION PREPARATORIA,CONTRA LA PAZ PUBLICA (ASOCIACION ILICITA)
357,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA COORPORATIVA LA VICTORIA,02406075500-2015-0002870000,2016-08-17,CON RESERVA PROVISIONAL (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
358,"BARRIONUEVO ROMERO, BETTO",SOMOS PERÚ,ANCASH,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-ANCASH,01306015500-2015-0006360000,2016-08-16,FORMALIZA INVESTIGACION PREPARATORIA,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
359,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,4 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014504-2015-0017170000,2016-08-16,CON ARCHIVO (PRELIMINAR),VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (A INTEGRAR O NO SINDICATO)
360,"VIVANCO REYES, MIGUEL ANGEL",FUERZA POPULAR,LA LIBERTAD,FISCALIA PROVINCIAL MIXTA CORPORATIVA DE VIRU,02306114500-2016-0010720000,2016-08-15,CON ARCHIVO (PRELIMINAR),LESIONES CULPOSAS (GRAVES)
361,"ESPINOZA ROSALES, RENNÁN SAMUEL",NO AGRUPADO,LIMA,3 FISCALIA SUPERIOR PENAL,00605010108-2016-0001620000,2016-08-12,CON DICTAMEN,USURPACION AGRAVADA (ABUSANDO DE CONDICION O CARGO DE FUNCIONARIO O SERVIDOR PUBLICO)
362,"URRESTI ELERA, DANIEL BELIZARIO",PODEMOS,LIMA,9 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00506010157-2016-0000250000,2016-08-08,CON RESOLUCION EMITIDA,COACCION
363,"ESPINOZA VELARDE, YEREMI ARON",PODEMOS,LIMA,5 FISCALIA SUPERIOR EN LO PENAL DE LIMA,00505010105-2016-0005680000,2016-08-08,EXPED. PENDIENTE,FRAUDE EN LA ADMINISTRACION DE PERSONA JURIDICA (ADMIN O REPRES DE LA PJ)
364,"PANTOJA CALVO, RUBEN",UPP,CUSCO,FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE ABANCAY,01406015500-2011-0003290004,2016-08-08,AUDIENCIA DE APELACION,PECULADO (APROPOUTILIZACDECAUDALES)
365,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-LORETO,02506015500-2016-0000290000,2016-08-01,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD
366,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE LAMBAYEQUE,02406054502-2016-0008450000,2016-07-24,CON INVESTIGACION PRELIMINAR,CONTRA LOS DERECHOS DE AUTOR Y COMPOSITOR (PLAGIO)
367,"GONZALES TUANAMA, CÉSAR",SOMOS PERÚ,UCAYALI,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CORONEL PORTILLO,03006014503-2014-0008670000,2016-07-21,CON SENTENCIA,OMISION DE ASISTENCIA FAMILIAR (INCUMPLIMOBLIGALIMENTARIA)
368,"GONZALEZ CRUZ, MOISES",APP,CAJAMARCA,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CUTERVO,02406024502-2014-0002790000,2016-07-18,EN AUDIENCIA,HOMICIDIO
369,"BENAVIDES GAVIDIA, WALTER",APP,CAJAMARCA,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS- CAJAMARCA,01706045500-2015-0002280000,2016-07-08,FORMALIZA INVESTIGACION PREPARATORIA,PECULADO (APROPIACION O UTILIZACION CULPOSA DE CAUDALES DESTINADOS A ASISTENCIA SOCIAL)
370,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,7 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014902-2015-0003720000,2016-07-07,CON ARCHIVO (PRELIMINAR),DELITO CONTRA LA ADMINISTRACION PUBLICA
371,"LIZANA SANTOS, MÁRTIRES",FUERZA POPULAR,PIURA,3 FISCALIA SUPERIOR PENAL DE NCPP DE PIURA,02606034502-2014-0000030001,2016-07-04,AUDIENCIA DE APELACION,CONTRA LA FE PUBLICA (FALSEDAD GENERICA)
372,"CONTRERAS BAUTISTA, CINDY ARLETTE",NO AGRUPADO,LIMA,4 FISCALIA SUPERIOR PENAL DE AYACUCHO,01606014502-2016-0001240001,2016-07-04,RESUELVE EXCLUSION FISCAL,CONTRA LA FE PUBLICA (DOCUMENTO PUBLICO
373,"CONTRERAS BAUTISTA, CINDY ARLETTE",NO AGRUPADO,LIMA,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,01606014502-2016-0001240000,2016-06-30,FORMALIZA INVESTIGACION PREPARATORIA,CONTRA LA FE PUBLICA (DOCUMENTO PUBLICO
374,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2013-0003140001,2016-06-16,CON SOBRESEIMIENTO,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
375,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,FISCALIA PROVINCIAL MIXTA CORPORATIVA DE OLMOS,02406114500-2015-0005090000,2016-06-15,CON ARCHIVO (PRELIMINAR),USURPACION
376,"BARRIONUEVO ROMERO, BETTO",SOMOS PERÚ,ANCASH,FISCALIA PROVINCIAL PENAL DE SIHUAS,01306164500-2014-0001650000,2016-06-13,CON ACUSACION,CONTRA LOS DERECHOS AL SUFRAGIO (SOBORNO ELECTORAL)
377,"AYASTA DE DÍAZ, RITA ELENA",FUERZA POPULAR,LAMBAYEQUE,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406094500-2016-0013350000,2016-06-13,CON INVESTIGACION PRELIMINAR,CONCUSION
378,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406075500-2016-0002010000,2016-06-09,CON INVESTIGACION PRELIMINAR,DELITOS COMETIDOS POR FUNCIONARIOS PUBLICOS
379,"PÉREZ OCHOA, CARLOS ANDRÉS",ACCIÓN POPULAR,LIMA PROVINCIAS,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS-SANTA,03106015500-2015-0002190000,2016-06-06,CON INVESTIGACION PRELIMINAR,PECULADO (MALVERSACION DE BIENES O DINERO PUBLICO)
380,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE TRAFICO ILICITO DE DROGAS – SEDE IQUITOS ,02506015100-2014-0002420000,2016-06-01,FORMALIZA INVESTIGACION PREPARATORIA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
381,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,8 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014508-2015-0006860000,2016-05-31,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
382,"PANTOJA CALVO, RUBEN",UPP,CUSCO,FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE ABANCAY,01406015500-2011-0003290003,2016-05-30,AUDIENCIA DE APELACION,PECULADO (APROPOUTILIZACDECAUDALES)
383,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS - LA LIBERTAD,02306015500-2016-0001440000,2016-05-30,CON INVESTIGACION PRELIMINAR,CONCUSION (COLUSION CON DEFRAUDACION PATRIMONIAL AL ESTADO)
384,"SANTILLANA PAREDES, ROBERTINA",APP,SAN MARTÍN,5 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010118-2013-0006040000,2016-05-27,CON DICTAMEN,CONTRA LA FUNCION JURISDICCIONAL (VIOLACPRESUNCION DE VERACIDAD)
385,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,5 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014505-2016-0000200000,2016-05-27,CON ARCHIVO (PRELIMINAR),VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBEDIENCIA A ORDEN DE EXAMEN CORPORAL)
386,"DIOSES GUZMÁN, LUIS REYMUNDO",SOMOS PERÚ,PIURA,2 FISCALIA PROVINCIAL PENAL CORPORATIVA DE PAITA,02606054502-2015-0010640000,2016-05-26,CON ARCHIVO (PRELIMINAR),APROPIACION ILICITA COMUN
387,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,3 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074503-2014-0009630000,2016-05-24,EN AUDIENCIA,DELITOS CONTRA LA FE PUBLICA
388,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,11 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010111-2016-0000180000,2016-05-19,CON RESULT. INVESTIGACION POLICIAL,FRAUDE EN LA ADMINISTRACION DE PERSONA JURIDICA (OCULTVERDADERASITUACION)
389,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,7 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014507-2015-0016410000,2016-05-16,CON ARCHIVO (PRELIMINAR),ABUSO DE AUTORIDAD (OMISION ILEGAL DE ACTO DE SU CARGO)
390,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,8 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506014508-2015-0014380000,2016-05-11,CON ARCHIVO (PRELIMINAR),VIOLACION A LA LIBERTAD AL TRABAJO - COACCION LABORAL (A INTEGRAR O NO SINDICATO)
391,"ACUÑA PERALTA, HUMBERTO",APP,LAMBAYEQUE,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE CHICLAYO,02406074501-2014-0032310000,2016-05-05,CON ARCHIVO (PRELIMINAR),"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCIONES)"
392,"VALDEZ FARÍAS, LUIS ALBERTO",APP,LA LIBERTAD,1 FISCALIA PROVINCIAL PENAL ESPECIALIZADA EN PREVENCION DEL DELITO DE TRUJILLO,02306014901-2015-0007080000,2016-05-04,CON ARCHIVO DEFINITIVO (INV. PREVEN.),ABUSO DE AUTORIDAD
393,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,3 FISCALIA SUPERIOR PENAL DE LORETO ,02506014506-2015-0002870001,2016-05-02,IMPUGNACION RESUELTA - FISCAL SUPERIOR,VIOLENCIA Y RESISTENCIA A LA AUTORIDAD (DESOBYRESISTAORDENOFICIAL)
394,"GONZALEZ CRUZ, MOISES",APP,CAJAMARCA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406075500-2016-0001610000,2016-04-28,CON INVESTIGACION PRELIMINAR,DELITO CONTRA LA ADMINISTRACION PUBLICA
395,"GONZALEZ CRUZ, MOISES",APP,CAJAMARCA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE LAMBAYEQUE,02406075500-2016-0001690000,2016-04-28,CON INVESTIGACION PRELIMINAR,DELITO CONTRA LA ADMINISTRACION PUBLICA
396,"LIZANA SANTOS, MÁRTIRES",FUERZA POPULAR,PIURA,FISCALIA PROVINCIAL CORPORATIVA ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE PIURA,02606065500-2016-0000620000,2016-04-26,ASIGNADO PNP (PRELIMINAR),CONCUSION
397,"CONTRERAS BAUTISTA, CINDY ARLETTE",NO AGRUPADO,LIMA,4 FISCALIA PROVINCIAL PENAL CORPORATIVA DE HUAMANGA,01606014504-2016-0002100000,2016-04-26,CON ARCHIVO (CALIFICA),CONTRA LA FE PUBLICA (FALSA CERTIFICACION MEDICA)
398,"PANTOJA CALVO, RUBEN",UPP,CUSCO,FISCALIA SUPERIOR ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE ABANCAY,01406015500-2011-0003290002,2016-04-25,AUDIENCIA DE APELACION,PECULADO (APROPOUTILIZACDECAUDALES)
399,"VIVANCO REYES, MIGUEL ANGEL",FUERZA POPULAR,LA LIBERTAD,COMISARIA DEPAPIE (DEPART. PATRULLAJE A PIE),DISTRITO JUDICIAL: LA LIBERTAD,2016-04-24,DETENCION,DELITO DE PELIGRO COMUN (IMPRUDENCIA CONDUCCION VEHICULAR)
400,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,1 FISCALIA PROVINCIAL PENAL CORPORATIVA DE MAYNAS ,02506015100-2014-0001840000,2016-04-20,FORMALIZA INVESTIGACION PREPARATORIA,TRAFICO ILICITO DE DROGAS (LAVADO DE ACTIVOS - LEY 27765)
401,"FLORES VILLEGAS, JOHAN",PODEMOS,MOQUEGUA,FISCALIA PROVINCIAL PREVENCION DEL DELITO ILO,03706020900-2016-0002190000,2016-04-11,CON ARCHIVO DEFINITIVO (INV. PREVEN.),CONTRA LOS DERECHOS AL SUFRAGIO (VIOLACION DE SECRETO ELECTORAL)
402,"SIMEÓN HURTADO, LUIS CARLOS",ACCIÓN POPULAR,PASCO,2 FISCALIA SUPERIOR PENAL DE PASCO ,03806014503-2014-0001470003,2016-04-06,CONSULTA RESUELTA,COACCION
403,"VÁSQUEZ TAN, GRIMALDO",SOMOS PERÚ,AMAZONAS,FISCALIA PROVINCIAL PENAL ESPECIALIZADA EN ANTICORRUPCION - CHACHAPOYAS,01206015500-2015-0000260000,2016-04-04,FORMALIZA INVESTIGACION PREPARATORIA,CONCUSION (COLUSION SIMPLE)
404,"URRESTI ELERA, DANIEL BELIZARIO",PODEMOS,LIMA,FISCALIA PROVINCIAL PENAL ESPECIALIZADA EN MATERIA AMBIENTAL,00506010170-2016-0000540000,2016-04-04,DERIVADO,CONTAMINACION DEL AMBIENTE
405,"MELÉNDEZ CELIS, FERNANDO",APP,LORETO,FISCALIA PROVINCIAL ESPECIALIZADA EN DELITOS DE CORRUPCION DE FUNCIONARIOS DE SAN MARTIN - SEDE TARA,02806015500-2015-0001910000,2016-03-17,CON INVESTIGACION PRELIMINAR,CONCUSION (COLUSION ILEGAL)
406,"COLUMBUS MURATA, DIETHELL",FUERZA POPULAR,LIMA,11 FISCALIA PROVINCIAL EN LO PENAL DE LIMA,00506010111-2013-0005260000,2016-03-17,ARCHIVO DEFINITIVO,"USURPACION DE AUTORIDAD, TITULOS Y HONORES (USURPACION DE FUNCIONES)"
